NO;LEVEL;TANGGAL PEMANTAUAN;PERIODE PEMANTAUAN;KODE LOKASI;NAMA LOKASI;ALAMAT LOKASI;PROVINSI;LATITUDE;LONGITUDE;PERUNTUKAN;TSS (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER TSS  (mg/L);DO (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER OKSIGEN TERLARUT  (mg/L);MINYAK & LEMAK (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER MINTAK DAN LEMAK  (mg/L);AMONIA TOTAL (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER AMONIA TOTAL mg/L);ORTOFOSFAT (PO4-P) (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PO4- (mg/L);BOD (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER BOD (mg/L);SUHU;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SUHU;SALINITAS;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SALINITAS;KECERAHAN;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KECERAHAN;KEKERUHAN (NTU);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KEKERUHAN (NTU);PAH (Polisiklik Aromatik Hidrokarbon);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PAH;PESTISIDA/HERBISIDA (BHC);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (BHC) ;PESTISIDA/HERBISIDA (DDT);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (DDT) ;"PESTISIDA/HERBISIDA
(ENDRIN)";STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (ENDRIN) ;FECAL COLIFORM/E.COLI;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER FECAL/COLIFORM; (DIC) DISSOLVED OXYGEN CARBON;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER  (DIC) DISSOLVED OXYGEN CARBON
39;PUSAT;26/02/2025;1;T1-BT-04-004;Banten14;LBE;Banten;-5.882398;106.051286;Pelabuhan;63.36;Tidak Layak;5.61;Layak;0.5;Layak;0.17;Layak;0.03;Layak;5.2;Tidak Layak;30.7;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
40;PROVINSI;25/02/2023;1;T1-KT-07-005;Kalteng20;Seruyan 5;Kalimantan Tengah;-3.451793;112.561435;Biota Laut;16.77;Layak;5.25;Layak;0.5;Layak;0.11;Layak;0.01;Layak;3.2;Layak;28.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
41;PROVINSI;31/07/2020;1;T3-YO-02-003;Pantai Kuwaru;Pantai Kuwaru;Daerah Istimewa Yogyakarta;-7.991248;110.225772;Wisata Bahari;51.8;Tidak Layak;6.21;Layak;1;Layak;0.03;Layak;0.02;Layak;4.7;Layak;29.3;Layak;Tidak ada data;Layak;4.1;Layak;4.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
42;PROVINSI;29/03/2021;2;T3-YO-02-003;Pantai Kuwaru;Pantai Kuwaru;Daerah Istimewa Yogyakarta;-7.992192;110.224443;Wisata Bahari;42.53;Layak;5.48;Layak;0.5;Layak;0.13;Layak;0.01;Layak;Tidak ada data;Tidak Layak;30.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
43;PUSAT;12/05/2020;1;T3-NB-04-005;PLN NTB SBW 04;250 m setelah intake PLTMG - PT PLN (Persero) UP Tambora PLTMG Sumbawa;Nusa Tenggara Barat;-8.442732;117.341034;Pelabuhan;57.7;Tidak Layak;6.54;Layak;0.3;Layak;0.15;Layak;0.04;Layak;Access Forbidden;Tidak Layak;28.5;Layak;Tidak ada data;Layak;Tidak ada data;Layak;7.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
44;PROVINSI;21/08/2023;1;T3-ST-06-001;Pesisir Morowali;AL-1 BDP Desa Labota, Kecamatan Bahodopi;Sulawesi Tengah;-2.837833;122.193368;Biota Laut;30.71;Layak;6.28;Layak;0.5;Layak;0.03;Layak;0.03;Layak;3.8;Layak;30;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
45;PUSAT;10/01/2021;1;T3-AC-06-002;PT SBA 2;AL 2 PT Solusi Bangun Andalas;Nanggroe Aceh Darussalam;5.451789;95.240825;Pelabuhan;48.62;Layak;5.75;Layak;0.5;Layak;0.17;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.5;Layak;Tidak ada data;Layak;3;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
46;PROVINSI;11/09/2025;1;T1-KB-07-006;Kalbar15;PLTU 2;Kalimantan Barat;0.832255;108.839453;Biota Laut;44.19;Layak;4.96;Tidak Layak;0.5;Layak;0.13;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.1;Layak;31.4;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
47;PROVINSI;29/10/2024;1;T3-BA-07-004;Amed-1;Pantai Amed 1;Bali;-8.336076;115.656676;Wisata Bahari;33.24;Layak;5.53;Layak;1;Layak;0.06;Layak;0.04;Layak;5.9;Tidak Layak;30.9;Layak;32.2;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
48;PUSAT;14/05/2025;1;T1-PB-03-005;Papua Barat 05;Fak-fak 05 (Depan TPI);Papua Barat;-2.932232;132.267799;Pelabuhan;61.47;Tidak Layak;7.17;Layak;0.3;Layak;0.06;Layak;0.02;Layak;4.8;Layak;29;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
49;PUSAT;01/08/2023;2;T1-NT-11-001;NTT11;Pelabuhan Lama Waingapu;Nusa Tenggara Timur;-9.644886;120.251133;Pelabuhan;69;Tidak Layak;6.81;Layak;1;Layak;0.03;Layak;0.04;Layak;Tidak ada data;Tidak Layak;30.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;4.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
50;PROVINSI;12/08/2019;1;T3-KT-11-001;Kalteng 21;Muara Sungai Pantai;Kalimantan Tengah;-3.419835;114.211855;Biota Laut;27.47;Layak;5.15;Layak;1;Layak;0.17;Layak;0.01;Layak;Tidak ada data;Tidak Layak;29.2;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
51;PUSAT;08/10/2022;2;T1-BE-05-002;Bengkulu18;Talo;Bengkulu;-4.28036;102.695526;Biota Laut;55.95;Tidak Layak;5.18;Layak;0.3;Layak;0.19;Layak;0.04;Layak;Access Forbidden;Tidak Layak;30.5;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
52;PUSAT;16/01/2022;2;T3-KR-02-001;TJK-CPA;75 m dari outfall PT. PLN lndonesia Power PLTU Tanjung Balai Karimun;Kepulauan Riau;1.042622;103.422342;Biota Laut;4.77;Layak;5.22;Layak;0.3;Layak;0.07;Layak;0.03;Layak;5.2;Tidak Layak;30.3;Layak;Tidak ada data;Layak;Tidak ada data;Layak;5.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
53;PUSAT;06/03/2025;2;T3-BT-04-007;BAN GJTL 01;Titik Pantau 1 PT Gajah Tunggal Divisi SBR;Banten;-5.887839;106.079158;Pelabuhan;26.89;Layak;5.66;Layak;1;Layak;0.08;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.2;Layak;31.7;Layak;4.1;Layak;4.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
54;PROVINSI;25/11/2023;1;T3-KB-07-003;Teluk Suak 3;Teluk Suak;Kalimantan Barat;0.727504;108.851092;Biota Laut;33.71;Layak;6.02;Layak;0.5;Layak;0.15;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.9;Layak;33.3;Layak;3.1;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
55;PUSAT;20/12/2019;1;T3-KS-02-011;KS IBT 02;AL II 200 m Utara Shiploader PT Indonesia Bulk Terminal;Kalimantan Selatan;-4.01739;116.030292;Pelabuhan;28.92;Layak;6.69;Layak;1;Layak;0.17;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30.6;Layak;33.7;Layak;3.4;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
56;PUSAT;30/10/2022;2;T3-JT-01-002;PLN JTG ADI 02;ALT-2 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.695555;109.13446;Biota Laut;47.27;Layak;5.45;Layak;1;Layak;0.15;Layak;0.04;Layak;Access Forbidden;Tidak Layak;28.5;Layak;32.9;Layak;4.8;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
57;PUSAT;27/10/2023;2;T3-BE-71-009;BE PEL 07;AL-8 Dekat Powerplant PLTU PT Pelabuhan Indonesia (Persero) Regional 2 Bengkulu;Bengkulu;-3.90917;102.263217;Pelabuhan;43.97;Layak;5.36;Layak;1;Layak;0.08;Layak;0.02;Layak;Access Forbidden;Tidak Layak;28.8;Layak;Tidak ada data;Layak;Tidak ada data;Layak;6.9;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
58;PROVINSI;15/08/2023;1;T3-ST-11-003;DLH T6 AL;-;Sulawesi Tengah;-1.584939;123.498372;Pelabuhan;52.46;Tidak Layak;6.27;Layak;0.3;Layak;0.1;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30.7;Layak;Tidak ada data;Layak;4.7;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
59;PROVINSI;30/09/2020;1;T1-KU-71-001;Kaltara01;Tanjung Batu;Kalimantan Utara;3.243181;117.653093;Biota Laut;13.1;Layak;5.24;Layak;0.5;Layak;0.18;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.4;Layak;Tidak ada data;Layak;3.1;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
60;PUSAT;26/08/2024;2;T3-KS-02-014;KS IBT 05;AL V 200 m Barat Shiploader PT Indonesia Bulk Terminal;Kalimantan Selatan;-4.027117;116.030407;Pelabuhan;20.05;Layak;6.03;Layak;1;Layak;0.07;Layak;0.02;Layak;Tidak ada data;Tidak Layak;28.8;Layak;Access Forbidden;Tidak Layak;4.9;Layak;4.3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
61;PUSAT;14/01/2022;2;T3-SU-05-004;PLN SU-04;AL 4 PT. PLN lndonesia Power PLTU Pangkalan Susu;Sumatera Utara;4.134678;98.342807;Pelabuhan;37.96;Layak;6.07;Layak;1;Layak;0.04;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
62;PUSAT;13/08/2025;1;T3-JT-01-005;PLN JTG ADI 05;ALT-5 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.69594;109.136622;Biota Laut;52.54;Tidak Layak;7.13;Layak;1;Layak;0.07;Layak;0.03;Layak;3;Layak;29.8;Layak;33;Layak;Access Forbidden;Tidak Layak;1.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
63;PROVINSI;24/12/2020;2;T1-KT-07-003;Kalteng18;Seruyan 3;Kalimantan Tengah;-3.3666;112.70483;Wisata Bahari;45.6;Layak;6.37;Layak;0.3;Layak;0.09;Layak;0.03;Layak;5;Layak;28.7;Layak;33.7;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
64;PROVINSI;13/04/2020;2;T3-YO-03-003;Pantai Baron;Pantai Baron;Daerah Istimewa Yogyakarta;-8.133769;110.543539;Wisata Bahari;25.14;Layak;5.01;Layak;0.5;Layak;0.12;Layak;0.03;Layak;3.3;Layak;30.5;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
65;PROVINSI;20/05/2026;1;T3-ST-06-003;Pesisir Morowali;AL-3 BDP Desa Fatufia, Kecamatan Bahodopi;Sulawesi Tengah;-2.790475;122.126059;Biota Laut;25.28;Layak;6.75;Layak;0.5;Layak;0.05;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
66;PUSAT;07/10/2022;1;T1-AC-06-007;Aceh07;Lam Pageu;Nanggroe Aceh Darussalam;5.562211;95.239734;Biota Laut;37.01;Layak;6.28;Layak;1;Layak;0.16;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.3;Layak;31.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
67;PROVINSI;13/07/2022;2;T1-KS-04-002;Kalsel08;Sungai Rangit;Kalimantan Selatan;-3.51616;114.461794;Biota Laut;35.06;Layak;4.86;Tidak Layak;1;Layak;0.09;Layak;0.04;Layak;Tidak ada data;Tidak Layak;31;Layak;33.3;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
68;PUSAT;01/12/2022;2;T3-ST-02-001;PPN SULTENG POS 03;TP-3 Air Laut 30 meter arah utara dari outfall IPAL Domestik PT PPN - Fuel Terminal Poso;Sulawesi Tengah;-1.394834;120.717742;Pelabuhan;12.9;Layak;6.06;Layak;0.3;Layak;0.09;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;7.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
69;PROVINSI;02/10/2021;1;T3-ST-06-001;Pesisir Morowali;AL-1 BDP Desa Labota, Kecamatan Bahodopi;Sulawesi Tengah;-2.840601;122.193201;Biota Laut;45.56;Layak;7.15;Layak;1;Layak;0.14;Layak;0.01;Layak;2.1;Layak;29;Layak;33.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
70;PUSAT;25/02/2024;2;T3-JT-01-003;PLN JTG ADI 03;ALT-3 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.690791;109.133842;Biota Laut;25.11;Layak;5.32;Layak;1;Layak;0.17;Layak;0.03;Layak;2.6;Layak;29.4;Layak;Tidak ada data;Layak;Tidak ada data;Layak;7.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
71;PUSAT;05/03/2022;2;T1-SR-02-008;Sulbar08;Desa Belang-belang, Kec Kaluku;Sulawesi Barat;-2.500293;119.056054;Wisata Bahari;41.12;Layak;5.19;Layak;0.3;Layak;0.07;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.8;Layak;Tidak ada data;Layak;4.7;Layak;5.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
72;PUSAT;08/09/2019;2;T3-JB-12-001;PLN JB-IDM 01;Barat Breakwater PT PLN Nusantara Power UP Indramayu;Jawa Barat;-6.266189;107.970397;Pelabuhan;32.52;Layak;6.8;Layak;0.5;Layak;0.01;Layak;0.02;Layak;2.4;Layak;28.7;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
73;PUSAT;11/09/2020;1;T3-KR-02-001;TJK-CPA;75 m dari outfall PT. PLN lndonesia Power PLTU Tanjung Balai Karimun;Kepulauan Riau;1.04175;103.423506;Biota Laut;49.65;Layak;6.1;Layak;0.3;Layak;0.08;Layak;0.01;Layak;5.6;Tidak Layak;29;Layak;Access Forbidden;Tidak Layak;3.7;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
74;PUSAT;26/10/2022;1;T1-PS-01-002;Papua17;Pantai Lampu Satu-Sisi Barat;Papua Selatan;-8.513532;140.366149;Wisata Bahari;66.63;Tidak Layak;5.74;Layak;0.3;Layak;0.1;Layak;0.01;Layak;Tidak ada data;Tidak Layak;30.5;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;7.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
75;PUSAT;23/04/2021;2;T1-JA-73-003;Jambi03;Kuala Sungai Ayam;Jambi;-0.888981;103.642395;Biota Laut;47.74;Layak;5.77;Layak;0.3;Layak;0.01;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.5;Layak;31.4;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
76;PROVINSI;24/03/2026;2;T1-KB-07-008;Kalbar17;Pasir Panjang;Kalimantan Barat;0.844156;108.853176;Biota Laut;65.84;Tidak Layak;5.92;Layak;0.3;Layak;0.03;Layak;0.01;Layak;Access Forbidden;Tidak Layak;29.8;Layak;Tidak ada data;Layak;Tidak ada data;Layak;2.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
77;PUSAT;16/09/2025;2;T3-BE-71-007;BE PEL 05;AL-5 Area Dumping Laut PT Pelabuhan Indonesia (Persero) Regional 2 Bengkulu;Bengkulu;-3.894715;102.155497;Pelabuhan;14.71;Layak;5.37;Layak;0.5;Layak;0.02;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.1;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;6.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
78;PUSAT;21/04/2026;2;T3-NT-08-002;PPN NTT NDE 02;TP - AL 2 75 meter dari outfall PT PPN - Fuel Terminal Ende;Nusa Tenggara Timur;-8.852166;121.663639;Pelabuhan;73.12;Tidak Layak;6.77;Layak;1;Layak;0.02;Layak;0.02;Layak;Access Forbidden;Tidak Layak;28.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
79;PROVINSI;13/12/2019;2;T1-KS-01-003;Kalsel04;Muara Sungai Barito 1;Kalimantan Selatan;-3.568951;114.507099;Biota Laut;39.22;Layak;6.27;Layak;0.5;Layak;0.19;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.9;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
80;PUSAT;15/01/2019;1;T3-AC-06-002;PT SBA 2;AL 2 PT Solusi Bangun Andalas;Nanggroe Aceh Darussalam;5.451465;95.240547;Pelabuhan;54.81;Tidak Layak;6.7;Layak;1;Layak;0.05;Layak;0.04;Layak;5.1;Tidak Layak;30.8;Layak;31.1;Layak;2.6;Layak;3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
